# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RSM10	YDR041W	YDR041W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
RSM19	YNR037C	YNR037C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
RSM27	YGR215W	YGR215W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RSM28	YDR494W	YDR494W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RSR1	YGR152C	YGR152C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RTA1	YGR213C	YGR213C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RTF1	YGL244W	YGL244W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RTG2	YGL252C	YGL252C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2
RTS1	YOR014W	YOR014W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RTS3	YGR161C	YGR161C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
SAE2	YGL175C	YGL175C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
SAL1	YNL083W	YNL083W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SAM2	YDR502C	YDR502C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
SAP155	YFR040W	YFR040W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
SAP4	YGL229C	YGL229C_mRNA	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	2	4
SAR1	YPL218W	YPL218W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SAY1	YGR263C	YGR263C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SCD5	YOR329C	YOR329C_mRNA	protein_coding	0	2	0	7	2	0	0	0	0	0	0	0	0	2	5
SCD6	YPR129W	YPR129W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
SCL1	YGL011C	YGL011C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SCM4	YGR049W	YGR049W_mRNA	protein_coding	0	0	0	21	14	0	0	0	0	0	0	0	0	0	7
SCO2	YBR024W	YBR024W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SCT1	YBL011W	YBL011W_mRNA	protein_coding	0	6	3	20	7	0	0	3	0	0	0	0	0	6	13
SDD1	YEL057C	YEL057C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SDO1	YLR022C	YLR022C_mRNA	protein_coding	0	0	0	6	2	0	0	0	0	0	0	0	0	0	4
SDS22	YKL193C	YKL193C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SDS23	YGL056C	YGL056C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SDS24	YBR214W	YBR214W_mRNA	protein_coding	0	0	1	8	2	0	0	1	0	0	0	0	0	0	6
SDT1	YGL224C	YGL224C_mRNA	protein_coding	0	0	0	10	9	0	0	0	0	0	0	0	0	0	1
SEA4	YBL104C	YBL104C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
SEC13	YLR208W	YLR208W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SEC15	YGL233W	YGL233W_mRNA	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	0	8
SEC18	YBR080C	YBR080C_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	0	2
SEC21	YNL287W	YNL287W_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
SEC22	YLR268W	YLR268W_mRNA	protein_coding	0	0	0	16	9	0	0	0	0	0	0	0	0	0	7
SEC39	YLR440C	YLR440C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SEC65	YML105C	YML105C_mRNA	protein_coding	0	1	0	24	14	0	0	0	0	0	0	0	0	1	10
SEC72	YLR292C	YLR292C_mRNA	protein_coding	0	0	1	20	11	0	0	1	0	0	0	0	0	0	9
SED5	YLR026C	YLR026C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
SEG2	YKL105C	YKL105C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SFT1	YKL006C-A	YKL006C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SGD1	YLR336C	YLR336C_mRNA	protein_coding	0	0	1	8	1	0	0	1	0	0	0	0	0	0	7
SGS1	YMR190C	YMR190C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SHE1	YBL031W	YBL031W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
SHE10	YGL228W	YGL228W_mRNA	protein_coding	0	1	2	5	3	0	0	2	0	0	0	0	0	1	2
SHG1	YBR258C	YBR258C_mRNA	protein_coding	0	0	0	21	19	0	0	0	0	0	0	0	0	0	2
SHM2	YLR058C	YLR058C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SHR3	YDL212W	YDL212W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SHY1	YGR112W	YGR112W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
SIC1	YLR079W	YLR079W_mRNA	protein_coding	0	1	0	30	15	0	0	0	0	0	0	0	0	1	15
SIL1	YOL031C	YOL031C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
SIM1	YIL123W	YIL123W_mRNA	protein_coding	0	1	0	11	9	0	0	0	0	0	0	0	0	1	2
SIP2	YGL208W	YGL208W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
SIR3	YLR442C	YLR442C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SKG3	YLR187W	YLR187W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SKG6	YHR149C	YHR149C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SKI3	YPR189W	YPR189W_mRNA	protein_coding	0	3	1	16	10	0	0	1	0	0	0	0	0	3	6
SKI8	YGL213C	YGL213C_mRNA	protein_coding	0	1	0	14	9	0	0	0	0	0	0	0	0	1	5
SKN1	YGR143W	YGR143W_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
SKP1	YDR328C	YDR328C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SLA1	YBL007C	YBL007C_mRNA	protein_coding	0	6	3	24	9	0	0	3	0	0	0	0	0	6	15
SLD5	YDR489W	YDR489W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SLF1	YDR515W	YDR515W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SLI1	YGR212W	YGR212W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
SLM2	YNL047C	YNL047C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
SLM4	YBR077C	YBR077C_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4
SLM5	YCR024C	YCR024C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SLN1	YIL147C	YIL147C_mRNA	protein_coding	0	4	1	9	5	0	0	1	0	0	0	0	0	4	4
SLX1	YBR228W	YBR228W_mRNA	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	0	5
SLX4	YLR135W	YLR135W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SMA2	YML066C	YML066C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SMC3	YJL074C	YJL074C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMC4	YLR086W	YLR086W_mRNA	protein_coding	0	4	4	15	3	0	0	4	0	0	0	0	0	4	12
SMD1	YGR074W	YGR074W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
SMD2	YLR275W	YLR275W_mRNA	protein_coding	0	0	0	20	7	0	0	0	0	0	0	0	0	0	13
SMF3	YLR034C	YLR034C_mRNA	protein_coding	0	2	0	6	4	0	0	0	0	0	0	0	0	2	2
SNC2	YOR327C	YOR327C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SNF2	YOR290C	YOR290C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SNF7	YLR025W	YLR025W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
SNP1	YIL061C	YIL061C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SOL1	YNR034W	YNR034W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
SPB1	YCL054W	YCL054W_mRNA	protein_coding	0	8	0	35	20	0	0	0	0	0	0	0	0	8	15
SPC2	YML055W	YML055W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
SPC3	YLR066W	YLR066W_mRNA	protein_coding	0	1	0	9	8	0	0	0	0	0	0	0	0	1	1
SPC98	YNL126W	YNL126W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SPF1	YEL031W	YEL031W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SPG3	YDR504C	YDR504C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
SPG5	YMR191W	YMR191W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SPH1	YLR313C	YLR313C_mRNA	protein_coding	0	0	2	6	3	0	0	2	0	0	0	0	0	0	3
SPI1	YER150W	YER150W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SPN1	YPR133C	YPR133C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SPO19	YPL130W	YPL130W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SPO23	YBR250W	YBR250W_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0
SPO71	YDR104C	YDR104C_mRNA	protein_coding	0	1	1	2	1	0	0	1	0	0	0	0	0	1	1
SPO74	YGL170C	YGL170C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SPO77	YLR341W	YLR341W_mRNA	protein_coding	0	4	1	13	6	0	0	1	0	0	0	0	0	4	7
SPP1	YPL138C	YPL138C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SPR3	YGR059W	YGR059W_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
SPS22	YCL048W	YCL048W_mRNA	protein_coding	0	2	3	36	11	0	0	3	0	0	0	0	0	2	25
SPT16	YGL207W	YGL207W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SPT20	YOL148C	YOL148C_mRNA	protein_coding	0	2	2	23	15	0	0	2	0	0	0	0	0	2	8
SPT4	YGR063C	YGR063C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SPT6	YGR116W	YGR116W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
SPT7	YBR081C	YBR081C_mRNA	protein_coding	0	0	1	4	3	0	0	1	0	0	0	0	0	0	1
SPT8	YLR055C	YLR055C_mRNA	protein_coding	0	1	2	6	5	0	0	2	0	0	0	0	0	1	1
SRB6	YBR253W	YBR253W_mRNA	protein_coding	0	0	0	19	17	0	0	0	0	0	0	0	0	0	2
SRC1	YML034W	YML034W_mRNA	protein_coding	0	6	4	24	17	0	1	4	0	1	0	0	0	5	7
SRL2	YLR082C	YLR082C_mRNA	protein_coding	0	0	1	24	15	0	0	1	0	0	0	0	0	0	9
SRN2	YLR119W	YLR119W_mRNA	protein_coding	1	0	0	8	0	1	0	0	0	0	0	0	0	0	8
SRO77	YBL106C	YBL106C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SRO9	YCL037C	YCL037C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SRP54	YPR088C	YPR088C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SRV2	YNL138W	YNL138W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SRY1	YKL218C	YKL218C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
SSC1	YJR045C	YJR045C_mRNA	protein_coding	0	4	1	27	15	0	0	1	0	0	0	0	0	4	12
SSK2	YNR031C	YNR031C_mRNA	protein_coding	0	4	0	2	1	0	0	0	0	0	0	0	0	4	1
SSL2	YIL143C	YIL143C_mRNA	protein_coding	0	2	0	3	2	0	0	0	0	0	0	0	0	2	1
SSM4	YIL030C	YIL030C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SSP120	YLR250W	YLR250W_mRNA	protein_coding	0	0	0	16	10	0	0	0	0	0	0	0	0	0	6
SSQ1	YLR369W	YLR369W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SST2	YLR452C	YLR452C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
STD1	YOR047C	YOR047C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
STE11	YLR362W	YLR362W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
STE5	YDR103W	YDR103W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
STH1	YIL126W	YIL126W_mRNA	protein_coding	0	3	1	6	2	0	0	1	0	0	0	0	0	3	4
STM1	YLR150W	YLR150W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
STT4	YLR305C	YLR305C_mRNA	protein_coding	0	6	4	20	5	0	0	4	0	0	0	0	0	6	15
STU1	YBL034C	YBL034C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
STU2	YLR045C	YLR045C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
SUA5	YGL169W	YGL169W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUA7	YPR086W	YPR086W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SUF16	tG(GCC)C	tG(GCC)C_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUF23	tG(GCC)J2	tG(GCC)J2_tRNA	protein_coding	0	0	0	13	10	0	0	0	0	0	0	0	0	0	3
SUF4	tG(UCC)G	tG(UCC)G_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUF6	tG(UCC)N	tG(UCC)N_tRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
SUF7	tP(UGG)M	tP(UGG)M_tRNA	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0
SUF8	tP(UGG)H	tP(UGG)H_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUL2	YLR092W	YLR092W_mRNA	protein_coding	0	5	2	16	4	0	0	2	0	0	0	0	0	5	12
SUN4	YNL066W	YNL066W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUP17	tS(UGA)I	tS(UGA)I_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUP3	tY(GUA)O	tY(GUA)O_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SUP4	tY(GUA)J2	tY(GUA)J2_tRNA	protein_coding	0	0	0	43	22	0	0	0	0	0	0	0	0	0	21
SUP5	tY(GUA)M1	tY(GUA)M1_tRNA	protein_coding	0	0	0	14	11	0	0	0	0	0	0	0	0	0	3
SUP53	tL(CAA)C	tL(CAA)C_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SUP54	tL(CAA)G2	tL(CAA)G2_tRNA	protein_coding	0	0	0	11	6	0	0	0	0	0	0	0	0	0	5
SUR7	YML052W	YML052W_mRNA	protein_coding	0	1	0	21	17	0	0	0	0	0	0	0	0	1	4
SWA2	YDR320C	YDR320C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SWF1	YDR126W	YDR126W_mRNA	protein_coding	0	4	2	18	3	0	0	2	0	0	0	0	0	4	15
SWH1	YAR042W	YAR042W_mRNA	protein_coding	0	2	0	7	6	0	0	0	0	0	0	0	0	2	1
SWS2	YNL081C	YNL081C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SYF2	YGR129W	YGR129W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
SYG1	YIL047C	YIL047C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SYM1	YLR251W	YLR251W_mRNA	protein_coding	0	0	0	18	14	0	0	0	0	0	0	0	0	0	4
TAD1	YGL243W	YGL243W_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TAD3	YLR316C	YLR316C_mRNA	protein_coding	0	0	0	5	3	0	1	0	0	0	0	0	0	0	1
TAE1	YBR261C	YBR261C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
TAF13	YML098W	YML098W_mRNA	protein_coding	0	0	0	24	9	0	0	0	0	0	0	0	0	0	15
TAF14	YPL129W	YPL129W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TAF2	YCR042C	YCR042C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TAF8	YML114C	YML114C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
TAH11	YJR046W	YJR046W_mRNA	protein_coding	0	4	2	20	6	0	0	2	0	0	0	0	0	4	14
TAL1	YLR354C	YLR354C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
TAM41	YGR046W	YGR046W_mRNA	protein_coding	0	2	2	27	9	0	0	2	0	0	0	0	0	2	18
TAN1	YGL232W	YGL232W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
TAO3	YIL129C	YIL129C_mRNA	protein_coding	0	3	2	7	3	0	0	2	0	0	0	0	0	3	4
TAR1	YLR154W-C	YLR154W-C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TAT1	YBR069C	YBR069C_mRNA	protein_coding	0	3	1	6	2	0	0	1	0	0	0	0	0	3	4
TAT2	YOL020W	YOL020W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TBF1	YPL128C	YPL128C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TCB3	YML072C	YML072C_mRNA	protein_coding	0	2	4	10	4	0	0	4	0	0	0	0	0	2	6
TCM62	YBR044C	YBR044C_mRNA	protein_coding	0	5	0	6	3	0	0	0	0	0	0	0	0	5	3
TDA11	YHR159W	YHR159W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TDA8	YAL064C-A	YAL064C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TDA9	YML081W	YML081W_mRNA	protein_coding	0	0	0	12	4	0	0	0	0	0	0	0	0	0	8
TDP1	YBR223C	YBR223C_mRNA	protein_coding	0	0	2	8	2	0	0	2	0	0	0	0	0	0	6
TEA1	YOR337W	YOR337W_mRNA	protein_coding	0	0	1	5	1	0	0	1	0	0	0	0	0	0	4
TEC1	YBR083W	YBR083W_mRNA	protein_coding	0	1	0	6	5	0	0	0	0	0	0	0	0	1	1
TEM1	YML064C	YML064C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
TEP1	YNL128W	YNL128W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TFC4	YGR047C	YGR047C_mRNA	protein_coding	0	3	1	28	17	0	0	1	0	0	0	0	0	3	11
THG1	YGR024C	YGR024C_mRNA	protein_coding	0	1	0	20	19	0	0	0	0	0	0	0	0	1	1
THI12	YNL332W	YNL332W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
THI2	YBR240C	YBR240C_mRNA	protein_coding	0	2	0	11	6	0	0	0	0	0	0	0	0	2	5
THI4	YGR144W	YGR144W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
THI5	YFL058W	YFL058W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
THI7	YLR237W	YLR237W_mRNA	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	0	8
THO2	YNL139C	YNL139C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
TIF4631	YGR162W	YGR162W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TIF6	YPR016C	YPR016C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TIM11	YDR322C-A	YDR322C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TIM12	YBR091C	YBR091C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
TIM21	YGR033C	YGR033C_mRNA	protein_coding	0	1	1	2	1	0	0	1	0	0	0	0	0	1	1
TIP1	YBR067C	YBR067C_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3
TIR3	YIL011W	YIL011W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TIS11	YLR136C	YLR136C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TLG2	YOL018C	YOL018C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TMA10	YLR327C	YLR327C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
TMA108	YIL137C	YIL137C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TMA64	YDR117C	YDR117C_mRNA	protein_coding	0	0	1	8	6	0	0	1	0	0	0	0	0	0	2
TMA7	YLR262C-A	YLR262C-A_mRNA	protein_coding	0	0	0	25	12	0	0	0	0	0	0	0	0	0	13
TMN2	YDR107C	YDR107C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
TMS1	YDR105C	YDR105C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
TMT1	YER175C	YER175C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TOG1	YER184C	YER184C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TOM22	YNL131W	YNL131W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TOM40	YMR203W	YMR203W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TOM5	YPR133W-A	YPR133W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TOM6	YOR045W	YOR045W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TOM70	YNL121C	YNL121C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TOP3	YLR234W	YLR234W_mRNA	protein_coding	0	4	0	4	0	0	0	0	0	0	0	0	0	4	4
TOR1	YJR066W	YJR066W_mRNA	protein_coding	0	7	4	17	11	0	0	4	0	0	0	0	0	7	6
TRM1	YDR120C	YDR120C_mRNA	protein_coding	0	1	2	10	1	0	0	2	0	0	0	0	0	1	9
TRM5	YHR070W	YHR070W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TRM7	YBR061C	YBR061C_mRNA	protein_coding	0	1	0	18	11	0	0	0	0	0	0	0	0	1	7
TRR4	tR(CCG)L	tR(CCG)L_tRNA	protein_coding	0	0	0	18	7	0	0	0	0	0	0	0	0	0	11
TRS20	YBR254C	YBR254C_mRNA	protein_coding	0	2	0	22	2	0	0	0	0	0	0	0	0	2	20
TRS65	YGR166W	YGR166W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
TRS85	YDR108W	YDR108W_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
TRX1	YLR043C	YLR043C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
TSA1	YML028W	YML028W_mRNA	protein_coding	0	2	0	31	2	0	0	0	0	0	0	0	0	2	29
TSC3	YBR058C-A	YBR058C-A_mRNA	protein_coding	0	0	0	10	2	0	0	0	0	0	0	0	0	0	8
TSL1	YML100W	YML100W_mRNA	protein_coding	0	1	0	18	15	0	0	0	0	0	0	0	0	1	3
TUB1	YML085C	YML085C_mRNA	protein_coding	0	0	0	18	8	0	0	0	0	0	0	0	0	0	10
TUB3	YML124C	YML124C_mRNA	protein_coding	0	5	0	45	19	0	2	0	0	0	0	0	0	5	24
TUB4	YLR212C	YLR212C_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
TVP15	YDR100W	YDR100W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TWF1	YGR080W	YGR080W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
UBC11	YOR339C	YOR339C_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
UBC12	YLR306W	YLR306W_mRNA	protein_coding	0	1	0	24	15	0	0	0	0	0	0	0	0	1	9
UBC4	YBR082C	YBR082C_mRNA	protein_coding	0	0	0	3	1	0	1	0	0	0	0	0	0	0	1
UBP14	YBR058C	YBR058C_mRNA	protein_coding	0	0	1	9	0	0	0	1	0	0	0	0	0	0	9
UBP3	YER151C	YER151C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
UBP7	YIL156W	YIL156W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
UBR2	YLR024C	YLR024C_mRNA	protein_coding	0	1	3	4	2	0	0	3	0	0	0	0	0	1	2
UBX5	YDR330W	YDR330W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
UCC1	YLR224W	YLR224W_mRNA	protein_coding	0	0	2	9	5	0	0	2	0	0	0	0	0	0	4
